시도,시군구,종별,기관명,주소,전화번호,야간여부
경기,고양일산동구,종합병원,국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",1577-0013,야간
경기,고양일산동구,종합병원,동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-1577-7000,야간
경기,고양일산동구,종합병원,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205 지하1층2층4층(일부), 1층2층6층(일부),지하2층,4~5층, 7~10층(장항동)",031-782-8300,야간
경기,고양일산동구,병원,그레이스병원,"경기도 고양시 일산동구 중앙로 1073 (지하2층,지하1층,1층중일부,2~9층)/중앙로1071(1층중 일부, 2~4층) (백석동)",031-901-4000,야간
경기,고양일산동구,병원,허유재병원,"경기도 고양시 일산동구 중앙로 1317 지하1층~5층,6층 일부, 8층 (장항동)",031-817-1100,야간
경기,용인기흥구,종합병원,연세대학교 의과대학 용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363 (중동),1899-1004,야간
경기,용인수지구,의원,수지미래산부인과의원,"경기도 용인시 수지구 포은대로313번길 4 수지미래빌딩 지하2층~지하1층, 1층~4층 (풍덕천동)",031-896-3333,야간
경기,용인처인구,의원,용인제일산부인과의원,경기도 용인시 처인구 중부대로 1347 (김량장동),031-8031-0200,야간
경기,이천시,의원,양정분산부인과의원,경기도 이천시 이섭대천로 1186 (중리동),031-635-5300,야간
경기,이천시,의원,마리나산부인과의원,경기도 이천시 경충대로 2564 (중리동),031-637-0552,야간
경기,파주시,종합병원,경기도의료원파주병원,경기도 파주시 중앙로 207 경기도립의료원파주병원 (금촌동),031-940-9100,
경기,파주시,병원,운정와이즈병원,"경기도 파주시 금바위로 50 2~7,10,11층 (와동동)",031-937-8888,야간
경기,김포시,종합병원,의료법인우리의료재단김포우리병원,경기도 김포시 감암로 11 김포우리병원 (걸포동),031-999-1000,
경기,김포시,병원,나리여성병원,경기도 김포시 돌문로 99 나리병원 (사우동),031-982-5700,야간
경기,김포시,병원,서울여성병원,"경기도 김포시 김포대로 829 (사우동, 서울여성병원)",031-985-7582,
경기,김포시,의원,모아제일산부인과의원,"경기도 김포시 김포한강11로 147 2-6층 (장기동, 은성프라자)",031-988-7004,야간
경기,김포시,의원,조은미래산부인과의원,경기도 김포시 김포한강8로 396 지오타워 4층 402호 (구래동),031-992-6622,야간
경기,화성만세구,의원,씨엘산부인과의원,경기도 화성시 만세구 향남읍 삼천병마로 230 ,031-353-5969,야간
경기,화성만세구,의원,해피본산부인과의원,경기도 화성시 만세구 향남읍 행정중앙2로 69-17 3~5층 (HB메디컬빌딩),031-8059-8866,야간
경기,화성효행구,의원,지엠산부인과의원,"경기도 화성시 효행구 봉담읍 삼천병마로 1344 1,2,3,5층",031-278-7373,야간
경기,화성동탄구,종합병원,한림대학교동탄성심병원,경기도 화성시 동탄구 큰재봉길 7 (석우동),031-8086-3000,야간
경기,화성동탄구,병원,의료법인상운의료재단 동탄제일병원,경기도 화성시 동탄구 삼성1로 144-6 (석우동),031-8015-9999,야간
경기,화성동탄구,의원,위대한탄생여성의원,"경기도 화성시 동탄구 동탄대로 537 라스플로레스A동332~335,337,343~346,B동322,C동 328호 (여울동)",031-365-4799,야간
경기,화성동탄구,의원,미즈파크산부인과의원,"경기도 화성시 동탄구 동탄지성로 139 양진빌딩, 2~8층 (능동)",031-8003-7575,야간
경기,광주시,의원,우리들여성산부인과의원,경기도 광주시 중앙로 101 8층 (경안동),031-768-7535,야간
경기,양주시,병원,나무정원여성병원,경기도 양주시 평화로1489번길 19-11 (덕계동),031-859-1231,야간
경기,포천시,종합병원,경기도의료원포천병원,경기도 포천시 포천로 1648 (신읍동),031-539-9114,야간
경기,부천원미구,조산원,열린가족조산원,경기도 부천시 원미구 부흥로,032-324-9900,
경기,안양동안구,조산원,맘스베베자연출산2조산원,경기도 안양시 동안구 시민대로,031-389-8873,
경기,안양동안구,조산원,맘스베베자연출산1조산원,경기도 안양시 동안구 시민대로,031-389-8873,
경기,의왕시,조산원,아기탄생조산원,경기도 의왕시 포일로,031-425-8597,
강원,양구군,병원,의료법인 성심의료재단 양구성심병원,강원특별자치도 양구군 양구읍 중심로 160 양구성심병원,033-480-8800,
강원,영월군,종합병원,강원특별자치도영월의료원,강원특별자치도 영월군 영월읍 중앙1로 59 ,033-370-9101,야간
강원,철원군,병원,철원병원,강원특별자치도 철원군 갈말읍 명성로 208-0  ,033-452-5011,야간
강원,강릉시,상급종합병원,강릉아산병원,강원특별자치도 강릉시 사천면 방동길 38-0 강릉아산병원,033-610-3114,야간
강원,강릉시,의원,행복누리산부인과의원,강원특별자치도 강릉시 경강로 2109 5층 (임당동),033-641-6680,야간
강원,강릉시,의원,세가온산부인과의원,강원특별자치도 강릉시 율곡로 2982-6 (교동),033-643-7114,야간
강원,강릉시,의원,아이앤맘산부인과의원,"강원특별자치도 강릉시 옥가로 21 4,5층 (옥천동)",033-648-8114,야간
강원,동해시,의원,아이맘산부인과의원,강원특별자치도 동해시 한섬로 113-7 (천곡동),033-532-8081,야간
강원,동해시,의원,글로리아산부인과의원,"강원특별자치도 동해시 천곡로 86-2 3층 (천곡동, 대륜빌딩)",033-532-0050,야간
강원,속초시,종합병원,강원특별자치도속초의료원,강원특별자치도 속초시 영랑호반길 3 (영랑동),033-630-6000,야간
강원,원주시,상급종합병원,연세대학교 원주세브란스기독병원,강원특별자치도 원주시 일산로 20-0  (일산동),033-741-0114,야간
강원,원주시,의원,미즈산부인과의원,강원특별자치도 원주시 이화6길 1 (단계동),033-733-6100,
강원,원주시,의원,미래산부인과의원,강원특별자치도 원주시 단구로 183 (명륜동),033-766-8008,야간
강원,원주시,의원,우리산부인과의원,"강원특별자치도 원주시 영랑길 14-2 청연재빌딩 6,7층 (행구동)",033-900-5959,야간
강원,원주시,의원,율산부인과의원,"강원특별자치도 원주시 능라동길 61 8층 (무실동, 정한타워)",033-765-0655,야간
강원,원주시,의원,연세순풍산부인과의원,강원특별자치도 원주시 장미공원길 43-6 (단계동),033-745-0199,야간
강원,춘천시,종합병원,한림대학교춘천성심병원,강원특별자치도 춘천시 삭주로 77 77,033-240-5000,
강원,춘천시,종합병원,강원대학교병원,강원특별자치도 춘천시 백령로 156 (효자동),033-258-2000,야간
강원,춘천시,의원,미래산부인과의원,강원특별자치도 춘천시 중앙로 118 (소양로4가),033-241-7677,야간
강원,춘천시,의원,호산부인과의원,강원특별자치도 춘천시 퇴계로 189 (석사동),033-264-1700,야간
강원,춘천시,의원,아름다운산부인과의원,강원특별자치도 춘천시 터미널길 21 1~4층 (온의동),033-244-7800,야간
강원,태백시,의원,한마음산부인과의원,강원특별자치도 태백시 서황지로 4 (황지동),033-553-6901,
강원,삼척시,종합병원,강원특별자치도삼척의료원,강원특별자치도 삼척시 오십천로 473-0 강원특별자치도삼척의료원,033-572-1141,야간
충북,영동군,병원,의료법인 조윤의료재단 영동병원,충청북도 영동군 영동읍 대학로 106-0 영동병원,043-740-9000,
충북,진천군,의원,미래산부인과의원,충청북도 진천군 진천읍 중앙북1길 11 ,043-533-1223,야간
충북,청주상당구,의원,프라우삼성산부인과의원,충청북도 청주시 상당구 용암북로160번길 18 2~6층 (용암동),043-255-2000,야간
충북,청주흥덕구,의원,청주미즈맘산부인과의원,"충청북도 청주시 흥덕구 가경로 16-2 2,3,4층 (가경동)",043-237-2201,야간
충북,청주청원구,종합병원,청주성모병원,충청북도 청주시 청원구 주성로 173-19 청주성모병원,043-219-8000,
충북,청주청원구,병원,다나여성병원,충청북도 청주시 청원구 충청대로 179-0 청주다나여성병원,043-218-3575,야간
충북,청주청원구,의원,미즈산부인과의원,충청북도 청주시 청원구 오창읍 중심상업로 17 (오창프라자2),043-241-3030,야간
충북,청주서원구,상급종합병원,충북대학교병원,충청북도 청주시 서원구 1순환로 776-0 충북대학교병원,043-269-6114,야간
충북,청주서원구,병원,모태안여성병원,충청북도 청주시 서원구 복대로17번길 57-0 모태안여성병원,043-272-0001,야간
충북,청주서원구,의원,엠에스여성의원,충청북도 청주시 서원구 사직대로 101 (사창동),043-262-8540,야간
충북,청주서원구,의원,하안유산부인과의원,"충청북도 청주시 서원구 신화로 50 2,3층 (성화동)",043-238-5900,야간
충북,충주시,종합병원,건국대학교 충주병원,충청북도 충주시 국원대로 82-0 건국대학교충주병원,043-840-8200,
충북,충주시,의원,충주별산부인과의원,충청북도 충주시 사천개1길 2 청보테라스타워 4~5층 504~509호 (호암동),043-855-3582,야간
충북,제천시,의원,연세미즈산부인과의원,"충청북도 제천시 독순로 79 (중앙로2가, 내토메디컬센터)",043-652-6700,야간
충북,청주청원구,조산원,엄조산원,충청북도 청주시 청원구 공항로13번길,043-253-2700,
충남,홍성군,종합병원,충청남도 홍성의료원,충청남도 홍성군 홍성읍 조양로 224 ,041-630-6114,야간
충남,천안서북구,병원,혜성산부인과병원,충청남도 천안시 서북구 미라2길 18-11 (쌍용동),041-572-4567,야간
충남,천안서북구,병원,앙즈로여성병원,충청남도 천안시 서북구 불당33길 1 외1(불당25로104) (불당동),041-576-5700,야간
충남,천안서북구,병원,이화병원,충청남도 천안시 서북구 충무로 165 외 1(충무로 161) (쌍용동),041-579-1400,
충남,천안서북구,의원,광제산부인과의원,충청남도 천안시 서북구 서부18길 23 (성정동),041-575-3200,야간
충남,천안서북구,의원,고운빛산부인과의원,충청남도 천안시 서북구 백석3로 130-14 (백석동),041-567-1188,
충남,천안서북구,의원,퀸스산부인과의원,충청남도 천안시 서북구 성정공원1길 9-13 (성정동),041-569-2000,야간
충남,천안동남구,상급종합병원,단국대학교의과대학부속병원,충청남도 천안시 동남구 망향로 201  (안서동),041-1588-0063,야간
충남,천안동남구,종합병원,순천향대학교부속 천안병원,"충청남도 천안시 동남구 순천향6길 31  5동 (봉명동,순천향대학교병원)",041-570-2114,야간
충남,천안동남구,의원,연세하임산부인과의원,"충청남도 천안시 동남구 수곡2길 17-17 지하1층,지상1,2,3,4,6층 (신방동)",041-412-5555,야간
충남,공주시,의원,미앤맘산부인과의원,충청남도 공주시 번영1로 124 (신관동),041-840-1000,야간
충남,보령시,의원,참산부인과의원,충청남도 보령시 대흥로 74 (대천동),041-936-9100,야간
충남,아산시,병원,삼성미즈병원,"충청남도 아산시 배방읍 희망로46번길 16 지하1~4층, 지상2~6층,10층",1600-8383,야간
충남,아산시,의원,다온미래산부인과의원,충청남도 아산시 배방읍 배방로 26 (다온팰리스),041-549-3582,야간
충남,아산시,의원,청아미즈산부인과의원,충청남도 아산시 번영로 204 (모종동),041-547-2020,야간
충남,서산시,의원,한마음산부인과의원,충청남도 서산시 율지4로 5 (동문동),041-667-8900,야간
충남,서산시,의원,엠산부인과의원,"충청남도 서산시 남부순환로 1025 (예천동, 대명빌딩)",041-668-3100,야간
충남,논산시,의원,모아산부인과의원,충청남도 논산시 중앙로 418 (취암동),041-734-3575,야간
충남,당진시,의원,미즈맘 의원,충청남도 당진시 당진중앙2로 415 동성빌딩 2~6.9층 (수청동),041-355-4800,야간
전북,고창군,종합병원,의료법인석천재단고창병원,전북특별자치도 고창군 고창읍 화신1길 9 ,063-560-5600,야간
전북,군산시,종합병원,전북특별자치도 군산의료원,"전북특별자치도 군산시 의료원로 27 (지곡동, 군산의료원)",063-472-5000,
전북,군산시,의원,미래와여성산부인과의원,전북특별자치도 군산시 문화로 164 (수송동),063-441-1100,야간
전북,군산시,의원,은혜산부인과의원,전북특별자치도 군산시 월명로 144 은혜산부인과 1동 1~3층 (수송동),063-460-7400,야간
전북,군산시,의원,양지산부인과의원,전북특별자치도 군산시 상나운안길 61 (나운동),063-467-0055,야간
전북,남원시,종합병원,전북특별자치도 남원의료원,전북특별자치도 남원시 충정로 365 (고죽동),063-620-1114,야간
전북,익산시,상급종합병원,원광대학교병원,전북특별자치도 익산시 무왕로 895 (신동),063-859-1114,야간
전북,익산시,의원,제일산부인과의원,전북특별자치도 익산시 동서로 231 (남중동),063-840-7500,야간
전북,익산시,의원,미래와여성산부인과의원,전북특별자치도 익산시 배산로 66 (모현동1가),063-837-5555,야간
전북,익산시,의원,모아산부인과의원,전북특별자치도 익산시 인북로 344 (신동),063-840-0700,야간
전북,익산시,의원,미즈베베산부인과의원,전북특별자치도 익산시 무왕로 1018 (영등동),063-840-5000,야간
전북,전주완산구,종합병원,재단법인예수병원유지재단예수병원,"전북특별자치도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",063-230-8114,야간
전북,전주완산구,병원,미르피아여성병원,전북특별자치도 전주시 완산구 쑥고개로 343 (효자동2가),063-211-1004,야간
전북,전주완산구,의원,가온의료소비자생활협동조합 세나여성의원,전북특별자치도 전주시 완산구 소대배기로 14 (평화동2가),063-229-8245,
전북,전주덕진구,상급종합병원,전북대학교병원,전북특별자치도 전주시 덕진구 건지로 20  (금암동),063-250-1129,야간
전북,전주덕진구,의원,정성산부인과의원,전북특별자치도 전주시 덕진구 백제대로 818 (우아동3가),063-244-4755,야간
전북,전주덕진구,의원,한나여성의원,"전북특별자치도 전주시 덕진구 기린대로 489 2,3,4,5,8층 (덕진동1가)",063-250-3500,야간
전북,전주덕진구,의원,한별여성의원,전북특별자치도 전주시 덕진구 견훤로 215 (인후동1가),063-244-3559,야간
전북,정읍시,의원,현대산부인과의원,전북특별자치도 정읍시 중앙로 20 (연지동),063-532-5300,야간
전북,김제시,병원,김제우석병원,전북특별자치도 김제시 서암4길 45 (서암동),063-540-5114,
광주전남,광주동구,상급종합병원,전남대학교병원,광주광역시 동구 제봉로 42  (학동),062-1899-0000,야간
광주전남,광주동구,상급종합병원,조선대학교병원,광주광역시 동구 필문대로 365  (학동),062-1811-7474,야간
광주전남,광주북구,병원,에덴병원,광주광역시 북구 면앙로170번길 10 (두암동),062-260-3000,야간
광주전남,광주북구,병원,빛고을여성병원,광주광역시 북구 하서로 395 빛고을 여성병원 2~7층 (양산동),062-602-9000,야간
광주전남,광주서구,병원,미즈피아병원,광주광역시 서구 시청로 17 (치평동),062-380-2000,야간
광주전남,광주광산구,병원,더블유여성병원,광주광역시 광산구 임방울대로 331 (수완동),062-616-9000,야간
광주전남,광주남구,종합병원,광주기독병원,광주광역시 남구 양림로 37  (양림동),062-650-5000,
광주전남,광주남구,병원,모아산부인과병원,"광주광역시 남구 백양로 13 (백운동, 모아산부인과)",062-670-7700,야간
광주전남,강진군,종합병원,전라남도 강진의료원,전라남도 강진군 강진읍 탐진로 5 ,061-433-2167,
광주전남,고흥군,종합병원,의료법인영성의료재단 고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935 ,061-835-6000,
광주전남,영광군,종합병원,영광종합병원,전라남도 영광군 영광읍 와룡로 3 ,061-350-8091,야간
광주전남,완도군,병원,완도대성병원,전라남도 완도군 완도읍 청해진동로 63 ,061-553-1234,
광주전남,해남군,종합병원,의료법인행촌의료재단 해남종합병원,전라남도 해남군 해남읍 해남로 45 ,061-536-4116,
광주전남,목포시,병원,목포한사랑병원,전라남도 목포시 백년대로 335  (상동),061-280-5500,야간
광주전남,목포시,병원,목포미즈아이병원,전라남도 목포시 백년대로 418  (옥암동),061-260-8000,야간
광주전남,순천시,병원,의료법인내일의료재단 현대여성아동병원,전라남도 순천시 장선배기1길 8  (조례동),061-720-1111,야간
광주전남,여수시,종합병원,의료법인한마음의료재단 여수제일병원,전라남도 여수시 쌍봉로 70 (학동),061-689-8123,
광주전남,여수시,병원,의료법인 미나의료재단 여수문화병원,전라남도 여수시 대치3길 26  (여서동),061-650-5000,야간
광주전남,여수시,병원,예울병원,전라남도 여수시 신월로 114 (웅천동),061-655-3535,야간
광주전남,광양시,의원,미래여성의원,전라남도 광양시 중마중앙로 142 1~4층 (중동),061-791-7070,야간
광주전남,강진군,조산원,자연주의 조산원,전라남도 강진군 군동면 금천로,0507-1358-7367,
경북,예천군,병원,의료법인서준의료재단예천권병원,경상북도 예천군 예천읍 시장로 136 ,054-654-6611,
경북,울진군,병원,울진군의료원,경상북도 울진군 울진읍 현내항길 71 ,054-785-7015,야간
경북,경주시,종합병원,동국대학교의과대학경주병원,경상북도 경주시 동대로 87  (석장동),054-748-9300,
경북,경주시,병원,맘존여성병원,경상북도 경주시 원화로 315 (성동동),054-743-6688,야간
경북,경주시,의원,디케어센터의원,"대구광역시 서구 와룡로 307 2층 208~221,224~225호 (중리동)",053-288-3000,
경북,경주시,의원,신라산부인과의원,"경상북도 경주시 원화로 393 (황성동, 신라산부인과소아과의원)",054-744-9393,
경북,구미시,종합병원,차의과학대학교부속구미차병원,경상북도 구미시 신시로10길 12  (형곡동),054-450-9700,야간
경북,구미시,종합병원,순천향대학교 부속 구미병원,경상북도 구미시 1공단로 179  (공단동),054-468-9114,야간
경북,구미시,의원,해피맘산부인과의원,경상북도 구미시 신시로 74 (형곡동),054-458-0119,
경북,구미시,의원,미리안산부인과의원,"경상북도 구미시 구미중앙로 149 4,5층 (원평동)",054-441-2277,야간
경북,구미시,의원,파티마산부인과의원,경상북도 구미시 인동27길 2 (인의동),054-475-7800,
경북,구미시,의원,새봄산부인과의원,경상북도 구미시 송원서로 94 (원평동),054-457-2300,야간
경북,김천시,종합병원,경상북도김천의료원,경상북도 김천시 모암길 24  (모암동),054-432-8901,야간
경북,김천시,종합병원,의료법인덕산의료재단김천제일병원,경상북도 김천시 신음1길 12  (신음동),054-420-9300,야간
경북,안동시,종합병원,안동성소병원,경상북도 안동시 서동문로 99  (금곡동),054-850-8114,야간
경북,안동시,종합병원,의료법인안동병원,경상북도 안동시 앙실로 11  (수상동),054-840-1004,야간
경북,영주시,병원,영주기독병원,경상북도 영주시 구성로 380  (영주동),054-635-6161,야간
경북,영천시,병원,의료법인 자혜의료재단 영천제이병원,경상북도 영천시 호국로 145-0 영천제이병원,054-331-9966,야간
경북,포항남구,종합병원,포항성모병원,경상북도 포항시 남구 대잠동길 17  (대잠동),054-272-0151,
경북,포항북구,병원,여성아이병원,경상북도 포항시 북구 우창동로22번길 7  (우현동),054-255-5000,야간
경북,포항북구,병원,의료법인삼정의료재단포항여성병원,경상북도 포항시 북구 포스코대로 269 (죽도동),054-274-7775,야간
경북,상주시,종합병원,상주적십자병원,경상북도 상주시 상서문로 53  (남성동),054-534-3501,야간
경북,영천시,조산원,온누리조산원,경상북도 영천시 강변로,054-333-9907,
경남,하동군,의원,하동군민여성의원,경상남도 하동군 하동읍 중앙로 115 ,055-882-7770,야간
경남,김해시,병원,우리여성병원,경상남도 김해시 내외중앙로 91 (내동),055-321-0114,야간
경남,김해시,병원,더프라임병원,"경상남도 김해시 경원로55번길 12 1층~5층,9층 (내동)",055-328-0059,야간
경남,김해시,의원,오즈산부인과의원,경상남도 김해시 계동로 203 (대청동),055-312-0114,야간
경남,김해시,의원,장유산부인과의원,"경상남도 김해시 번화1로80번길 5 메카메디칼빌딩 2,3,4층 (대청동)",055-314-9995,야간
경남,사천시,의원,청아여성의원,경상남도 사천시 중앙로 124 2~4층 (벌리동),055-835-3501,
경남,진주시,상급종합병원,경상국립대학교병원,경상남도 진주시 강남로 79 (칠암동),055-750-8000,야간
경남,진주시,병원,진주미래여성병원,경상남도 진주시 진주대로 957 (강남동),055-760-8000,야간
경남,진주시,의원,참조은산부인과의원,경상남도 진주시 진양호로 317 (신안동),055-741-5151,야간
경남,진주시,의원,보람산부인과의원,경상남도 진주시 진양호로 255 (평거동),055-747-2112,야간
경남,창원마산회원구,상급종합병원,학교법인성균관대학삼성창원병원,"경상남도 창원시 마산회원구 팔용로 158-158 (합성동, 삼성창원병원)",055-233-8899,야간
경남,창원마산합포구,병원,참여성병원,"경상남도 창원시 마산합포구 불종거리로 19 (동성동, 참여성병원)",055-249-0600,야간
경남,창원의창구,종합병원,창원파티마병원,경상남도 창원시 의창구 창이대로 45-45 (명서동),055-270-1000,야간
경남,창원의창구,종합병원,창원한마음병원,경상남도 창원시 의창구 용동로57번길 8 (사림동),055-225-0000,야간
경남,창원의창구,의원,로즈맘여성산부인과의원,"경상남도 창원시 의창구 평산로 96 (팔용동, (웰빙프라자309,310호))",055-253-7722,야간
경남,창원의창구,의원,미즈맘산부인과의원,"경상남도 창원시 의창구 원이대로285번길 6 4,5,6,7,10층 (봉곡동)",055-277-5588,야간
경남,창원의창구,의원,라움산부인과의원,"경상남도 창원시 의창구 중동중앙로 83 디세븐파크 5층일부, 6 층 7층일부(701호일부)호 (중동)",055-815-8100,야간
경남,창원성산구,종합병원,창원경상국립대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",055-214-2000,야간
경남,창원성산구,병원,모란여성병원,"경상남도 창원시 성산구 마디미서로 56 (상남동, 2,3,4,5,6,7,10층)",055-253-3555,야간
경남,창원성산구,의원,선린자모의원,"경상남도 창원시 성산구 가양로124번길 7 (대방동, 선린빌딩)",055-266-6655,야간
경남,통영시,의원,통영자모산부인과의원,"경상남도 통영시 무전대로 4 201호,301호 (무전동, 장미빌딩)",055-648-3535,야간
경남,밀양시,병원,제일병원,경상남도 밀양시 노상하4길 4 (내이동),055-352-7851,야간
경남,거제시,의원,미즈맘여성의원,경상남도 거제시 거제중앙로 1729 (상동동),055-688-9123,야간
경남,거제시,의원,엘르메디여성의원,경상남도 거제시 거제중앙로 1925 (고현동),055-638-0038,야간
경남,양산시,상급종합병원,양산부산대학교병원,경상남도 양산시 물금읍 금오로 20 ,055-360-1000,야간
경남,양산시,병원,한아름병원,"경상남도 양산시 물금읍 범구로 27 2~6층,10층",055-385-0365,야간
경남,양산시,의원,미즈모아여성의원,"경상남도 양산시 양산역6길 9 비와이씨마트 6, 7, 8층 (중부동)",055-365-0202,야간
경남,양산시,의원,에델여성의원,"경상남도 양산시 물금읍 야리로 127 4층(전부),5층(501~503),6층(607)호",055-912-0300,야간
경남,창원마산회원구,조산원,평화열린조산원,경상남도 창원시 마산회원구 합성동1길,055-256-9236,
제주,서귀포시,종합병원,제주특별자치도 서귀포의료원,제주특별자치도 서귀포시 장수로 47 (동홍동),064-730-3000,야간
제주,제주시,종합병원,제주한라병원,제주특별자치도 제주시 도령로 65  (연동),064-740-5000,
제주,제주시,종합병원,제주대학교병원,"제주특별자치도 제주시 아란13길 15-0  0동 0층 0호 (아라일동,제주대학교병원)",064-717-1114,야간
제주,제주시,의원,예나산부인과의원,제주특별자치도 제주시 서광로 83 (용담이동),064-741-7000,
제주,제주시,의원,다나산부인과의원,제주특별자치도 제주시 고마로 47 (일도이동),064-702-1186,야간
제주,제주시,의원,서해산부인과의원,제주특별자치도 제주시 동광로 131 (일도이동),064-758-8866,야간
제주,제주시,의원,맘편한산부인과의원,"제주특별자치도 제주시 광평동로 9 B1,3,4층 (노형동)",064-711-3080,야간
제주,제주시,의원,드림포레산부인과의원,"제주특별자치도 제주시 서사로 136 3,4,5층 (삼도일동)",064-759-7838,야간
제주,제주시,조산원,김순선조산원,제주특별자치도 제주시 오남로,064-723-5858,
세종,세종시,종합병원,세종충남대학교병원,세종특별자치시 보듬7로 20 세종충남대학교병원 (도담동),1800-3114,야간
세종,세종시,병원,트리니움여성병원,세종특별자치시 한누리대로 1934 메인타워 (반곡동),044-270-0114,야간
세종,세종시,의원,한사랑산부인과의원,"세종특별자치시 조치원읍 새내로 122 (세종시네마 1동 301호, 302호, 303호, 304호,305호)",044-867-8433,
세종,세종시,의원,세종제일산부인과의원,"세종특별자치시 한누리대로 2265 세종메디컬센터 5층, 6층층 (대평동)",044-866-3582,야간
세종,세종시,의원,세종프라우메디산부인과의원,"세종특별자치시 한누리대로 165 (나성동, 세종메디피아6,7층)",044-716-1000,야간
세종,세종시,의원,서산부인과의원,"세종특별자치시 보듬3로 150 아름 행복타워 3,4층 (아름동)",044-905-3575,야간
세종,세종시,의원,노블클라쎄산부인과의원,"세종특별자치시 한누리대로 2165 호려울마을7단지 근린생활시설 752동 A302~308-1, A315~A320호 (보람동)",044-866-3575,야간
